sample_id,seat_id,row,section,seat_number,true_x,true_y,true_z,node_id,rssi_dbm,true_rssi,distance_m
R02-R02_N1_S050,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-64.3,-70.02,11.63
R02-R02_N1_S051,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-66.63,-70.02,11.63
R02-R02_N1_S052,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-69.89,-70.02,11.63
R02-R02_N1_S053,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-67.38,-70.02,11.63
R02-R02_N1_S054,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-71.22,-70.02,11.63
R02-R02_N1_S055,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-70.59,-70.02,11.63
R02-R02_N1_S056,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-70.93,-70.02,11.63
R02-R02_N1_S057,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-69.22,-70.02,11.63
R02-R02_N1_S058,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-67.47,-70.02,11.63
R02-R02_N1_S059,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-66.87,-70.02,11.63
R02-R02_N1_S060,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-70.44,-70.02,11.63
R02-R02_N1_S061,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-71.82,-70.02,11.63
R02-R02_N1_S062,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-69.17,-70.02,11.63
R02-R02_N1_S063,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-69.48,-70.02,11.63
R02-R02_N1_S064,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-70.11,-70.02,11.63
R02-R02_N1_S065,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-65.66,-70.02,11.63
R02-R02_N1_S066,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-65.89,-70.02,11.63
R02-R02_N1_S067,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-69.09,-70.02,11.63
R02-R02_N1_S068,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-71.91,-70.02,11.63
R02-R02_N1_S069,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-66.14,-70.02,11.63
R02-R02_N1_S070,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-65.82,-70.02,11.63
R02-R02_N1_S071,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-76.37,-70.02,11.63
R02-R02_N1_S072,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-71.04,-70.02,11.63
R02-R02_N1_S073,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-70.14,-70.02,11.63
R02-R02_N1_S074,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-65.58,-70.02,11.63
R02-R02_N1_S075,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-68.21,-70.02,11.63
R02-R02_N1_S076,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-69.06,-70.02,11.63
R02-R02_N1_S077,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-69.15,-70.02,11.63
R02-R02_N1_S078,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-71.27,-70.02,11.63
R02-R02_N1_S079,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-69.24,-70.02,11.63
R02-R02_N1_S080,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-72.16,-70.02,11.63
R02-R02_N1_S081,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-71.86,-70.02,11.63
R02-R02_N1_S082,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-66.15,-70.02,11.63
R02-R02_N1_S083,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-73.48,-70.02,11.63
R02-R02_N1_S084,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-71.81,-70.02,11.63
R02-R02_N1_S085,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-73.76,-70.02,11.63
R02-R02_N1_S086,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-68.53,-70.02,11.63
R02-R02_N1_S087,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-66.97,-70.02,11.63
R02-R02_N1_S088,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-72.91,-70.02,11.63
R02-R02_N1_S089,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-72.13,-70.02,11.63
R02-R02_N1_S090,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-65.21,-70.02,11.63
R02-R02_N1_S091,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-73.27,-70.02,11.63
R02-R02_N1_S092,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-73.08,-70.02,11.63
R02-R02_N1_S093,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-65.43,-70.02,11.63
R02-R02_N1_S094,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-66.75,-70.02,11.63
R02-R02_N1_S095,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-66.7,-70.02,11.63
R02-R02_N1_S096,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-70.1,-70.02,11.63
R02-R02_N1_S097,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-71.03,-70.02,11.63
R02-R02_N1_S098,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-66.67,-70.02,11.63
R02-R02_N1_S099,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-71.52,-70.02,11.63
R02-R02_N1_S100,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_01_FrontLeft,-67.01,-70.02,11.63
R02-R02_N2_S001,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-58.12,-58.64,4.563
R02-R02_N2_S002,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-64.0,-58.64,4.563
R02-R02_N2_S003,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-64.18,-58.64,4.563
R02-R02_N2_S004,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-55.96,-58.64,4.563
R02-R02_N2_S005,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-55.87,-58.64,4.563
R02-R02_N2_S006,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-57.81,-58.64,4.563
R02-R02_N2_S007,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.71,-58.64,4.563
R02-R02_N2_S008,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.42,-58.64,4.563
R02-R02_N2_S009,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.4,-58.64,4.563
R02-R02_N2_S010,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-60.63,-58.64,4.563
R02-R02_N2_S011,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-58.66,-58.64,4.563
R02-R02_N2_S012,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-58.71,-58.64,4.563
R02-R02_N2_S013,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.32,-58.64,4.563
R02-R02_N2_S014,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-60.87,-58.64,4.563
R02-R02_N2_S015,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-63.21,-58.64,4.563
R02-R02_N2_S016,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-56.74,-58.64,4.563
R02-R02_N2_S017,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.69,-58.64,4.563
R02-R02_N2_S018,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-63.03,-58.64,4.563
R02-R02_N2_S019,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-64.24,-58.64,4.563
R02-R02_N2_S020,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-56.59,-58.64,4.563
R02-R02_N2_S021,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-57.82,-58.64,4.563
R02-R02_N2_S022,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-58.76,-58.64,4.563
R02-R02_N2_S023,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-55.62,-58.64,4.563
R02-R02_N2_S024,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-56.6,-58.64,4.563
R02-R02_N2_S025,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-55.73,-58.64,4.563
R02-R02_N2_S026,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.74,-58.64,4.563
R02-R02_N2_S027,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-58.27,-58.64,4.563
R02-R02_N2_S028,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-58.34,-58.64,4.563
R02-R02_N2_S029,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-54.15,-58.64,4.563
R02-R02_N2_S030,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-56.96,-58.64,4.563
R02-R02_N2_S031,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-62.16,-58.64,4.563
R02-R02_N2_S032,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.45,-58.64,4.563
R02-R02_N2_S033,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-56.11,-58.64,4.563
R02-R02_N2_S034,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.62,-58.64,4.563
R02-R02_N2_S035,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-57.12,-58.64,4.563
R02-R02_N2_S036,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-60.89,-58.64,4.563
R02-R02_N2_S037,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-61.66,-58.64,4.563
R02-R02_N2_S038,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.38,-58.64,4.563
R02-R02_N2_S039,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-55.65,-58.64,4.563
R02-R02_N2_S040,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.1,-58.64,4.563
R02-R02_N2_S041,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.42,-58.64,4.563
R02-R02_N2_S042,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-57.95,-58.64,4.563
R02-R02_N2_S043,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-63.64,-58.64,4.563
R02-R02_N2_S044,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-57.82,-58.64,4.563
R02-R02_N2_S045,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-62.15,-58.64,4.563
R02-R02_N2_S046,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-66.58,-58.64,4.563
R02-R02_N2_S047,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-53.14,-58.64,4.563
R02-R02_N2_S048,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-58.66,-58.64,4.563
R02-R02_N2_S049,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-60.47,-58.64,4.563
R02-R02_N2_S050,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-55.03,-58.64,4.563
R02-R02_N2_S051,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-60.55,-58.64,4.563
R02-R02_N2_S052,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-62.66,-58.64,4.563
R02-R02_N2_S053,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-60.91,-58.64,4.563
R02-R02_N2_S054,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-62.78,-58.64,4.563
R02-R02_N2_S055,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-58.36,-58.64,4.563
R02-R02_N2_S056,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-54.61,-58.64,4.563
R02-R02_N2_S057,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-63.39,-58.64,4.563
R02-R02_N2_S058,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-64.6,-58.64,4.563
R02-R02_N2_S059,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-50.87,-58.64,4.563
R02-R02_N2_S060,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-58.83,-58.64,4.563
R02-R02_N2_S061,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-53.75,-58.64,4.563
R02-R02_N2_S062,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.77,-58.64,4.563
R02-R02_N2_S063,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-60.94,-58.64,4.563
R02-R02_N2_S064,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-54.4,-58.64,4.563
R02-R02_N2_S065,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-56.62,-58.64,4.563
R02-R02_N2_S066,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-57.08,-58.64,4.563
R02-R02_N2_S067,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.59,-58.64,4.563
R02-R02_N2_S068,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.93,-58.64,4.563
R02-R02_N2_S069,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-55.36,-58.64,4.563
R02-R02_N2_S070,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-57.39,-58.64,4.563
R02-R02_N2_S071,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-55.79,-58.64,4.563
R02-R02_N2_S072,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-57.16,-58.64,4.563
R02-R02_N2_S073,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-58.79,-58.64,4.563
R02-R02_N2_S074,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.19,-58.64,4.563
R02-R02_N2_S075,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-52.63,-58.64,4.563
R02-R02_N2_S076,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-53.13,-58.64,4.563
R02-R02_N2_S077,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-60.59,-58.64,4.563
R02-R02_N2_S078,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-57.03,-58.64,4.563
R02-R02_N2_S079,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-58.48,-58.64,4.563
R02-R02_N2_S080,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-53.05,-58.64,4.563
R02-R02_N2_S081,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-54.74,-58.64,4.563
R02-R02_N2_S082,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-57.71,-58.64,4.563
R02-R02_N2_S083,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-62.28,-58.64,4.563
R02-R02_N2_S084,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-54.46,-58.64,4.563
R02-R02_N2_S085,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-54.84,-58.64,4.563
R02-R02_N2_S086,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-58.1,-58.64,4.563
R02-R02_N2_S087,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-56.34,-58.64,4.563
R02-R02_N2_S088,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-58.73,-58.64,4.563
R02-R02_N2_S089,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-55.84,-58.64,4.563
R02-R02_N2_S090,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-56.28,-58.64,4.563
R02-R02_N2_S091,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.15,-58.64,4.563
R02-R02_N2_S092,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-60.22,-58.64,4.563
R02-R02_N2_S093,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.81,-58.64,4.563
R02-R02_N2_S094,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.88,-58.64,4.563
R02-R02_N2_S095,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-57.86,-58.64,4.563
R02-R02_N2_S096,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-57.26,-58.64,4.563
R02-R02_N2_S097,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-60.17,-58.64,4.563
R02-R02_N2_S098,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-61.47,-58.64,4.563
R02-R02_N2_S099,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-59.63,-58.64,4.563
R02-R02_N2_S100,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_02_FrontRight,-58.3,-58.64,4.563
R02-R02_N3_S001,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.18,-74.65,17.032
R02-R02_N3_S002,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.5,-74.65,17.032
R02-R02_N3_S003,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.69,-74.65,17.032
R02-R02_N3_S004,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-78.09,-74.65,17.032
R02-R02_N3_S005,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-79.89,-74.65,17.032
R02-R02_N3_S006,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-74.62,-74.65,17.032
R02-R02_N3_S007,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-76.75,-74.65,17.032
R02-R02_N3_S008,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-71.25,-74.65,17.032
R02-R02_N3_S009,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.11,-74.65,17.032
R02-R02_N3_S010,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.24,-74.65,17.032
R02-R02_N3_S011,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.26,-74.65,17.032
R02-R02_N3_S012,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-70.99,-74.65,17.032
R02-R02_N3_S013,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-74.1,-74.65,17.032
R02-R02_N3_S014,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-79.09,-74.65,17.032
R02-R02_N3_S015,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-74.8,-74.65,17.032
R02-R02_N3_S016,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-76.88,-74.65,17.032
R02-R02_N3_S017,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.57,-74.65,17.032
R02-R02_N3_S018,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-77.36,-74.65,17.032
R02-R02_N3_S019,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-68.11,-74.65,17.032
R02-R02_N3_S020,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-81.3,-74.65,17.032
R02-R02_N3_S021,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-78.57,-74.65,17.032
R02-R02_N3_S022,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.17,-74.65,17.032
R02-R02_N3_S023,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-74.12,-74.65,17.032
R02-R02_N3_S024,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-76.8,-74.65,17.032
R02-R02_N3_S025,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.98,-74.65,17.032
R02-R02_N3_S026,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-74.03,-74.65,17.032
R02-R02_N3_S027,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-76.23,-74.65,17.032
R02-R02_N3_S028,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-76.7,-74.65,17.032
R02-R02_N3_S029,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-79.98,-74.65,17.032
R02-R02_N3_S030,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.93,-74.65,17.032
R02-R02_N3_S031,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-71.71,-74.65,17.032
R02-R02_N3_S032,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-69.8,-74.65,17.032
R02-R02_N3_S033,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-74.72,-74.65,17.032
R02-R02_N3_S034,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-78.73,-74.65,17.032
R02-R02_N3_S035,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.85,-74.65,17.032
R02-R02_N3_S036,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.77,-74.65,17.032
R02-R02_N3_S037,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.07,-74.65,17.032
R02-R02_N3_S038,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-71.54,-74.65,17.032
R02-R02_N3_S039,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-76.34,-74.65,17.032
R02-R02_N3_S040,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.68,-74.65,17.032
R02-R02_N3_S041,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.04,-74.65,17.032
R02-R02_N3_S042,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-71.97,-74.65,17.032
R02-R02_N3_S043,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-79.01,-74.65,17.032
R02-R02_N3_S044,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-69.81,-74.65,17.032
R02-R02_N3_S045,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-70.81,-74.65,17.032
R02-R02_N3_S046,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-76.31,-74.65,17.032
R02-R02_N3_S047,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-79.85,-74.65,17.032
R02-R02_N3_S048,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-70.13,-74.65,17.032
R02-R02_N3_S049,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-71.39,-74.65,17.032
R02-R02_N3_S050,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-77.55,-74.65,17.032
R02-R02_N3_S051,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.64,-74.65,17.032
R02-R02_N3_S052,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-77.94,-74.65,17.032
R02-R02_N3_S053,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-77.45,-74.65,17.032
R02-R02_N3_S054,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.78,-74.65,17.032
R02-R02_N3_S055,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-77.22,-74.65,17.032
R02-R02_N3_S056,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-79.48,-74.65,17.032
R02-R02_N3_S057,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-74.26,-74.65,17.032
R02-R02_N3_S058,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-80.37,-74.65,17.032
R02-R02_N3_S059,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-78.17,-74.65,17.032
